"","Brewery_id","Beer","Beer_ID","ABV","IBU","Style","Ounces","Brewery","City","State","IBUFac","ABVFac","IBUPred","ABV1"
"1",1,"Get Together",2692,-1.09256013646469,0.283488674890876,"American IPA",16,"NorthGate Brewing ","Minneapolis"," MN","50","Normal (0.04 - 0.07)",50,0.045
"2",1,"Maggie's Leap",2691,-0.796165577280924,-0.640248268830471,"Milk / Sweet Stout",16,"NorthGate Brewing ","Minneapolis"," MN","26","Normal (0.04 - 0.07)",26,0.049
"3",1,"Wall's End",2690,-0.870264217076866,-0.909671544082531,"English Brown Ale",16,"NorthGate Brewing ","Minneapolis"," MN","19","Normal (0.04 - 0.07)",19,0.048
"4",1,"Pumpion",2689,0.0189194604744338,-0.178379796969798,"Pumpkin Ale",16,"NorthGate Brewing ","Minneapolis"," MN","38","Normal (0.04 - 0.07)",38,0.06
"5",1,"Stronghold",2688,0.0189194604744338,-0.678737308152194,"American Porter",16,"NorthGate Brewing ","Minneapolis"," MN","25","Normal (0.04 - 0.07)",25,0.06
"6",1,"Parapet ESB",2687,-0.277475098709333,0.168021556925708,"Extra Special / Strong Bitter (ESB)",16,"NorthGate Brewing ","Minneapolis"," MN","47","Normal (0.04 - 0.07)",47,0.056
"7",2,"Citra Ass Down",2686,1.50089225639327,0.976291382681887,"American Double / Imperial IPA",16,"Against the Grain Brewery","Louisville"," KY","68","Strong ( >7)",68,0.08
"8",2,"London Balling",2685,4.83533104721064,1.43815985454256,"English Barleywine",16,"Against the Grain Brewery","Louisville"," KY","80","Strong ( >7)",80,0.125
"9",2,"35 K",2684,1.27859633700544,-0.678737308152194,"Milk / Sweet Stout",16,"Against the Grain Brewery","Louisville"," KY","25","Strong ( >7)",25,0.077
"10",2,"A Beer",2683,-1.31485605585252,-0.0244236396829063,"American Pale Ale (APA)",16,"Against the Grain Brewery","Louisville"," KY","42","Normal (0.04 - 0.07)",42,0.042
"11",2,"Rules are Rules",2682,-0.722066937484983,-0.678737308152194,"German Pilsener",16,"Against the Grain Brewery","Louisville"," KY","25","Normal (0.04 - 0.07)",25,0.05
"12",2,"Flesh Gourd'n",2681,0.463511299250084,-0.832693465439086,"Pumpkin Ale",16,"Against the Grain Brewery","Louisville"," KY","21","Normal (0.04 - 0.07)",21,0.066
"13",2,"Sho'nuff",2680,-1.4630533354444,-1.14060578001287,"Belgian Pale Ale",16,"Against the Grain Brewery","Louisville"," KY","13","Weak ( < 0.04)",13,0.04
"14",2,"Bloody Show",2679,-0.351573738505274,-0.986649622725977,"American Pilsner",16,"Against the Grain Brewery","Louisville"," KY","17","Normal (0.04 - 0.07)",17,0.055
"15",2,"Rico Sauvin",2678,1.2044976972095,0.976291382681887,"American Double / Imperial IPA",16,"Against the Grain Brewery","Louisville"," KY","68","Strong ( >7)",68,0.076
"16",2,"Coq de la Marche",2677,-0.647968297689041,-0.178379796969798,"Saison / Farmhouse Ale",16,"Against the Grain Brewery","Louisville"," KY","38","Normal (0.04 - 0.07)",38,0.051
"17",2,"Kamen Knuddeln",2676,0.389412659454142,0.658756808277674,"American Wild Ale",16,"Against the Grain Brewery","Louisville"," KY","NA","Normal (0.04 - 0.07)",59.75,0.065
"18",2,"Pile of Face",2675,0.0189194604744338,0.860824264716719,"American IPA",16,"Against the Grain Brewery","Louisville"," KY","65","Normal (0.04 - 0.07)",65,0.06
"19",2,"The Brown Note",2674,-0.722066937484983,-0.871182504760808,"English Brown Ale",16,"Against the Grain Brewery","Louisville"," KY","20","Normal (0.04 - 0.07)",20,0.05
"20",3,"House Lager",2673,-0.5738696578931,-0.948160583404254,"Keller Bier / Zwickel Bier",16,"Jack's Abby Craft Lagers","Framingham"," MA","18","Normal (0.04 - 0.07)",18,0.052
"21",3,"Leisure Time",2672,-0.870264217076866,-1.06362770136942,"American Pale Lager",12,"Jack's Abby Craft Lagers","Framingham"," MA","15","Normal (0.04 - 0.07)",15,0.048
"22",3,"Excess IPL",2671,0.908103138025734,1.43815985454256,"American India Pale Lager",16,"Jack's Abby Craft Lagers","Framingham"," MA","80","Strong ( >7)",80,0.072
"23",3,"Hoponius Union",2670,0.537609939046026,0.860824264716719,"American India Pale Lager",12,"Jack's Abby Craft Lagers","Framingham"," MA","65","Normal (0.04 - 0.07)",65,0.067
"24",3,"Calyptra",2669,-0.796165577280924,0.0910434782822622,"American India Pale Lager",12,"Jack's Abby Craft Lagers","Framingham"," MA","45","Normal (0.04 - 0.07)",45,0.049
"25",4,"Habitus (2014)",2668,1.50089225639327,2.20794064097702,"American Double / Imperial IPA",16,"Mike Hess Brewing Company","San Diego"," CA","100","Strong ( >7)",100,0.08
"26",4,"Solis",2667,1.13039905741356,1.63060505115118,"American IPA",16,"Mike Hess Brewing Company","San Diego"," CA","85","Strong ( >7)",85,0.075
"27",4,"Jucundus",2666,0.0189194604744338,-0.717226347473917,"Wheat Ale",16,"Mike Hess Brewing Company","San Diego"," CA","24","Normal (0.04 - 0.07)",24,0.06
"28",4,"Habitus",2664,1.50089225639327,2.20794064097702,"American Double / Imperial IPA",16,"Mike Hess Brewing Company","San Diego"," CA","100","Strong ( >7)",100,0.08
"29",4,"Grazias",2663,0.241215379862259,-0.48629211154358,"Cream Ale",16,"Mike Hess Brewing Company","San Diego"," CA","30","Normal (0.04 - 0.07)",30,0.063
"30",4,"Claritas",2662,-0.129277819117449,-0.563270190187026,"Kölsch",16,"Mike Hess Brewing Company","San Diego"," CA","28","Normal (0.04 - 0.07)",28,0.058
"31",5,"Park",2661,-0.944362856872808,-0.909671544082531,"American Pale Wheat Ale",12,"Fort Point Beer Company","San Francisco"," CA","19","Normal (0.04 - 0.07)",19,0.047
"32",5,"Westfalia",2660,-0.277475098709333,-1.0251386620477,"American Amber / Red Ale",12,"Fort Point Beer Company","San Francisco"," CA","16","Normal (0.04 - 0.07)",16,0.056
"33",5,"KSA",2659,-1.01846149666875,-0.986649622725977,"Kölsch",12,"Fort Point Beer Company","San Francisco"," CA","17","Normal (0.04 - 0.07)",17,0.046
"34",5,"Villager",2658,0.241215379862259,-0.0244236396829063,"American IPA",12,"Fort Point Beer Company","San Francisco"," CA","42","Normal (0.04 - 0.07)",42,0.063
"35",6,"Blackbeard",2657,2.46417457374051,1.37080403572955,"American Double / Imperial Stout",12,"COAST Brewing Company","Charleston"," SC","NA","Strong ( >7)",78.25,0.093
"36",6,"Rye Knot",2656,0.167116740066317,0.445142640042112,"American Brown Ale",12,"COAST Brewing Company","Charleston"," SC","NA","Normal (0.04 - 0.07)",54.2,0.062
"37",6,"Dead Arm",2655,0.0189194604744338,0.100665738112693,"American Pale Ale (APA)",12,"COAST Brewing Company","Charleston"," SC","NA","Normal (0.04 - 0.07)",45.25,0.06
"38",6,"32°/50° Kölsch ",2654,-0.870264217076866,-0.636399364898299,"Kölsch",16,"COAST Brewing Company","Charleston"," SC","NA","Normal (0.04 - 0.07)",26.1,0.048
"39",6,"HopArt",2653,1.27859633700544,0.339297781907374,"American IPA",16,"COAST Brewing Company","Charleston"," SC","NA","Strong ( >7)",51.45,0.077
"40",6,"Boy King",2652,2.76056913292428,1.68448970620159,"American Double / Imperial IPA",16,"COAST Brewing Company","Charleston"," SC","NA","Strong ( >7)",86.4,0.097
"41",7,"Denver Pale Ale (Artist Series No. 1)",2650,-0.722066937484983,-0.907747092116445,"American Pale Ale (APA)",12,"Great Divide Brewing Company","Denver"," CO","NA","Normal (0.04 - 0.07)",19.05,0.05
"42",7,"Hibernation Ale",2649,2.01958273496486,1.37272848769563,"Old Ale",12,"Great Divide Brewing Company","Denver"," CO","NA","Strong ( >7)",78.3,0.087
"43",7,"Whitewater",2648,0.0930181002703755,0.368164561398666,"American Pale Wheat Ale",12,"Great Divide Brewing Company","Denver"," CO","NA","Normal (0.04 - 0.07)",52.2,0.061
"44",7,"Rumble",2647,0.834004498229792,0.805015157700221,"American IPA",12,"Great Divide Brewing Company","Denver"," CO","NA","Strong ( >7)",63.55,0.071
"45",7,"Orabelle",2646,1.72318817578109,1.10138076047749,"Tripel",12,"Great Divide Brewing Company","Denver"," CO","NA","Strong ( >7)",71.25,0.083
"46",7,"Lasso",2645,-0.722066937484983,-0.907747092116445,"American IPA",12,"Great Divide Brewing Company","Denver"," CO","NA","Normal (0.04 - 0.07)",19.05,0.05
"47",7,"Yeti  Imperial Stout",2644,2.61237185333239,1.24571465793395,"Russian Imperial Stout",12,"Great Divide Brewing Company","Denver"," CO","75","Strong ( >7)",75,0.095
"48",7,"Colette",2643,0.982201777821675,1.1417942517653,"Saison / Farmhouse Ale",12,"Great Divide Brewing Company","Denver"," CO","NA","Strong ( >7)",72.3,0.073
"49",7,"Titan IPA",2642,0.834004498229792,0.805015157700221,"American IPA",12,"Great Divide Brewing Company","Denver"," CO","NA","Strong ( >7)",63.55,0.071
"50",8,"Peck's Porter",2640,0.389412659454142,-0.293846914934966,"American Porter",16,"Tapistry Brewing","Bridgman"," MI","35","Normal (0.04 - 0.07)",35,0.065
"51",8,"Reactor",2448,0.759905858433851,0.972442478749715,"American IPA",16,"Tapistry Brewing","Bridgman"," MI","NA","Normal (0.04 - 0.07)",67.9,0.07
"52",8,"Mr. Orange",2447,-0.203376458913391,-0.551723478390509,"Witbier",16,"Tapistry Brewing","Bridgman"," MI","NA","Normal (0.04 - 0.07)",28.3,0.057
"53",9,"Dark Star",2639,1.50089225639327,0.437444832177768,"American Stout",16,"Big Lake Brewing","Holland"," MI","54","Strong ( >7)",54,0.08
"54",9,"Ryecoe",2469,0.167116740066317,0.445142640042112,"American IPA",16,"Big Lake Brewing","Holland"," MI","NA","Normal (0.04 - 0.07)",54.2,0.062
"55",10,"G. B. Russo’s Italian Pistachio Pale Ale",2638,-0.5738696578931,-0.517083343000958,"American Pale Ale (APA)",16,"The Mitten Brewing Company","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",29.2,0.052
"56",11,"Belfort",2637,0.537609939046026,0.77037502231067,"Saison / Farmhouse Ale",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",62.65,0.067
"57",11,"Star Runner",2636,0.0189194604744338,0.100665738112693,"Belgian Pale Ale",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",45.25,0.06
"58",11,"Tart Side of the Barrel",2598,2.83466777272022,1.6690940904729,"American Double / Imperial Stout",16,"Brewery Vivant","Grand Rapids"," MI","NA","Strong ( >7)",86,0.098
"59",11,"Linnaeus Mango IPA",2597,0.0189194604744338,0.100665738112693,"American IPA",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",45.25,0.06
"60",11,"Beasts A'Burnin'",2548,0.759905858433851,0.972442478749715,"Rauchbier",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",67.9,0.07
"61",11,"Verdun",2542,1.27859633700544,0.339297781907374,"Bière de Garde",16,"Brewery Vivant","Grand Rapids"," MI","NA","Strong ( >7)",51.45,0.077
"62",11,"Barrel Aged Triomphe",2541,0.389412659454142,0.658756808277674,"Belgian IPA",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",59.75,0.065
"63",11,"Cherry Doppelbock",2504,0.389412659454142,0.658756808277674,"Doppelbock",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",59.75,0.065
"64",11,"Tropical Saison",2500,0.389412659454142,0.658756808277674,"Saison / Farmhouse Ale",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",59.75,0.065
"65",11,"Beach Patrol",2499,0.389412659454142,0.658756808277674,"Witbier",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",59.75,0.065
"66",11,"Nuit Serpent",2498,-0.722066937484983,-0.907747092116445,"Belgian IPA",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",19.05,0.05
"67",11,"Paris",2481,2.24187865435268,1.06866507705402,"Saison / Farmhouse Ale",16,"Brewery Vivant","Grand Rapids"," MI","NA","Strong ( >7)",70.4,0.09
"68",11,"The Grand Army",2476,-0.351573738505274,-0.303469174765397,"Belgian IPA",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",34.75,0.055
"69",11,"Acidulated Trip",2467,-0.055179179321508,0.133381421536157,"Saison / Farmhouse Ale",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",46.1,0.059
"70",11,"Root Stock",2466,0.463511299250084,0.516347362787299,"Rye Beer",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",56.05,0.066
"71",11,"Mind Games",2465,-1.38895469564846,-0.717226347473917,"Dunkelweizen",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",24,0.041
"72",11,"Sous Chef",2433,1.64908953598515,1.08406069278271,"Belgian Strong Pale Ale",16,"Brewery Vivant","Grand Rapids"," MI","NA","Strong ( >7)",70.8,0.082
"73",11,"Dubbelicious",2418,0.389412659454142,0.658756808277674,"Dubbel",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",59.75,0.065
"74",11,"Psychopomp",2416,0.167116740066317,0.445142640042112,"Belgian Dark Ale",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",54.2,0.062
"75",11,"Fat Paczki",2382,1.13039905741356,0.806939609666307,"Belgian Dark Ale",16,"Brewery Vivant","Grand Rapids"," MI","NA","Strong ( >7)",63.6,0.075
"76",11,"Earth-Like Planets",2381,-0.351573738505274,-0.303469174765397,"Belgian Pale Ale",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",34.75,0.055
"77",11,"Ski Patrol",2290,0.0930181002703755,0.368164561398666,"Witbier",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",52.2,0.061
"78",11,"Viking Ice Hole",2241,0.241215379862259,0.497102843126438,"Oatmeal Stout",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",55.55,0.063
"79",11,"Rye Porter",2240,-0.277475098709333,-0.349656021951464,"American Porter",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",33.55,0.056
"80",11,"Wizard Burial Ground",2137,2.90876641251616,1.85576593118325,"Quadrupel (Quad)",16,"Brewery Vivant","Grand Rapids"," MI","NA","Strong ( >7)",90.85,0.099
"81",11,"Smoky Wheat",2101,-0.647968297689041,-0.688359567982625,"Rauchbier",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",24.75,0.051
"82",11,"BRIPA",2092,0.167116740066317,0.445142640042112,"Belgian IPA",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",54.2,0.062
"83",11,"Mela",2091,0.167116740066317,0.445142640042112,"Belgian Dark Ale",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",54.2,0.062
"84",11,"W.I.P.A Snappa",2086,-0.499771018097158,-0.611381489339179,"Belgian IPA",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",26.75,0.053
"85",11,"Pepper in the Rye",2023,0.241215379862259,0.497102843126438,"Rye Beer",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",55.55,0.063
"86",11,"Moe Lasses'",2006,0.315314019658201,0.824259677361082,"American Stout",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",64.05,0.064
"87",11,"Pumpkin Tart",1997,0.759905858433851,0.972442478749715,"Fruit / Vegetable Beer",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",67.9,0.07
"88",11,"Undertaker",1977,0.537609939046026,0.77037502231067,"Belgian Dark Ale",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",62.65,0.067
"89",11,"Undertaker (2014)",1976,0.537609939046026,0.77037502231067,"Belgian Dark Ale",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",62.65,0.067
"90",11,"Coq D'Or",1974,-0.722066937484983,-0.907747092116445,"Belgian Pale Ale",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",19.05,0.05
"91",11,"North French",1973,0.0189194604744338,0.100665738112693,"Bière de Garde",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",45.25,0.06
"92",11,"Agent a Deux",1959,0.389412659454142,0.658756808277674,"Belgian Dark Ale",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",59.75,0.065
"93",11,"Belgian Wit",1958,-1.09256013646469,-0.669115048321764,"Witbier",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",25.25,0.045
"94",11,"Pothole Stout",1949,0.241215379862259,0.497102843126438,"American Stout",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",55.55,0.063
"95",11,"Tree Bucket",1947,2.46417457374051,1.37080403572955,"Belgian IPA",16,"Brewery Vivant","Grand Rapids"," MI","NA","Strong ( >7)",78.25,0.093
"96",11,"Le Flaneur Ale",1785,0.982201777821675,1.1417942517653,"American Wild Ale",16,"Brewery Vivant","Grand Rapids"," MI","NA","Strong ( >7)",72.3,0.073
"97",11,"Maize & Blueberry",1651,-0.277475098709333,-0.349656021951464,"Fruit / Vegetable Beer",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",33.55,0.056
"98",11,"Trebuchet Double IPA",1443,2.46417457374051,1.37080403572955,"American Double / Imperial IPA",16,"Brewery Vivant","Grand Rapids"," MI","NA","Strong ( >7)",78.25,0.093
"99",11,"Contemplation",1352,0.389412659454142,0.658756808277674,"Bière de Garde",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",59.75,0.065
"100",11,"Black Rabbit",1267,-0.722066937484983,-0.907747092116445,"American Black Ale",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",19.05,0.05
"101",11,"Zaison",1266,2.24187865435268,1.06866507705402,"Saison / Farmhouse Ale",16,"Brewery Vivant","Grand Rapids"," MI","NA","Strong ( >7)",70.4,0.09
"102",11,"Vivant Tripel",1178,1.64908953598515,1.08406069278271,"Tripel",16,"Brewery Vivant","Grand Rapids"," MI","NA","Strong ( >7)",70.8,0.082
"103",11,"Tart Side of the Moon",1136,2.83466777272022,1.6690940904729,"Belgian Dark Ale",16,"Brewery Vivant","Grand Rapids"," MI","NA","Strong ( >7)",86,0.098
"104",11,"Big Red Coq",1044,0.0189194604744338,0.100665738112693,"American Amber / Red Ale",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",45.25,0.06
"105",11,"Hubris Quadrupel Anniversary Ale",1033,2.90876641251616,1.85576593118325,"Quadrupel (Quad)",16,"Brewery Vivant","Grand Rapids"," MI","NA","Strong ( >7)",90.85,0.099
"106",11,"Plow Horse Belgian Style Imperial Stout",1031,2.61237185333239,1.26688362956089,"American Double / Imperial Stout",16,"Brewery Vivant","Grand Rapids"," MI","NA","Strong ( >7)",75.55,0.095
"107",11,"Escoffier Bretta Ale",909,2.39007593394457,1.06674062508794,"American Wild Ale",16,"Brewery Vivant","Grand Rapids"," MI","NA","Strong ( >7)",70.35,0.092
"108",11,"Contemplation (2012)",873,0.389412659454142,0.658756808277674,"Bière de Garde",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",59.75,0.065
"109",11,"Vivant Belgian Style Imperial Stout (2012)",860,2.90876641251616,1.85576593118325,"Russian Imperial Stout",16,"Brewery Vivant","Grand Rapids"," MI","NA","Strong ( >7)",90.85,0.099
"110",11,"Big Red Coq (2012)",677,0.167116740066317,0.445142640042112,"American Amber / Red Ale",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",54.2,0.062
"111",11,"Zaison (2012)",671,2.24187865435268,1.06866507705402,"Saison / Farmhouse Ale",16,"Brewery Vivant","Grand Rapids"," MI","NA","Strong ( >7)",70.4,0.09
"112",11,"Vivant Tripel (2012)",670,2.39007593394457,1.06674062508794,"Tripel",16,"Brewery Vivant","Grand Rapids"," MI","NA","Strong ( >7)",70.35,0.092
"113",11,"Trebuchet Double IPA (2012)",669,2.76056913292428,1.68448970620159,"Belgian IPA",16,"Brewery Vivant","Grand Rapids"," MI","NA","Strong ( >7)",86.4,0.097
"114",11,"Kludde",627,1.87138545537298,1.38619965145824,"Belgian Strong Dark Ale",16,"Brewery Vivant","Grand Rapids"," MI","NA","Strong ( >7)",78.65,0.085
"115",11,"Farm Hand",387,-0.351573738505274,-0.303469174765397,"Saison / Farmhouse Ale",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",34.75,0.055
"116",11,"Solitude",385,0.0189194604744338,0.100665738112693,"Belgian Pale Ale",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",45.25,0.06
"117",11,"Triomphe",384,0.389412659454142,0.658756808277674,"Belgian IPA",16,"Brewery Vivant","Grand Rapids"," MI","NA","Normal (0.04 - 0.07)",59.75,0.065
"118",12,"Sparkle",2635,-1.38895469564846,-1.17909481933459,"American Pale Lager",16,"Petoskey Brewing","Petoskey"," MI","12","Normal (0.04 - 0.07)",12,0.041
"119",12,"North 45 Amber Ale",1404,-0.055179179321508,-0.678737308152194,"American Amber / Red Ale",16,"Petoskey Brewing","Petoskey"," MI","25","Normal (0.04 - 0.07)",25,0.059
"120",12,"Horny Monk",1403,0.685807218637909,-0.871182504760808,"Dubbel",16,"Petoskey Brewing","Petoskey"," MI","20","Normal (0.04 - 0.07)",20,0.069
"121",12,"Mind's Eye PA",1402,0.537609939046026,1.20722561861222,"American IPA",16,"Petoskey Brewing","Petoskey"," MI","74","Normal (0.04 - 0.07)",74,0.067
"122",13,"Nordskye ",2634,-0.870264217076866,0.168021556925708,"American IPA",12,"Blackrocks Brewery","Marquette"," MI","47","Normal (0.04 - 0.07)",47,0.048
"123",13,"North Third Stout",2153,0.0189194604744338,-0.48629211154358,"Foreign / Export Stout",12,"Blackrocks Brewery","Marquette"," MI","30","Normal (0.04 - 0.07)",30,0.06
"124",13,"Honey Lav",1953,-0.5738696578931,-0.517083343000958,"American Pale Wheat Ale",12,"Blackrocks Brewery","Marquette"," MI","NA","Normal (0.04 - 0.07)",29.2,0.052
"125",13,"Coconut Brown Ale",1496,0.611708578841968,0.926255631563647,"American Brown Ale",12,"Blackrocks Brewery","Marquette"," MI","NA","Normal (0.04 - 0.07)",66.7,0.068
"126",13,"51K IPA",1481,0.759905858433851,0.321977714212599,"American IPA",12,"Blackrocks Brewery","Marquette"," MI","51","Normal (0.04 - 0.07)",51,0.07
"127",13,"Grand Rabbits",1480,-0.351573738505274,-0.303469174765397,"Cream Ale",12,"Blackrocks Brewery","Marquette"," MI","NA","Normal (0.04 - 0.07)",34.75,0.055
"128",14,"Hotbox Brown",2633,-0.351573738505274,-1.25607289797804,"American Brown Ale",12,"Perrin Brewing Company","Comstock Park"," MI","10","Normal (0.04 - 0.07)",10,0.055
"129",14,"Gold",2632,-0.870264217076866,-1.06362770136942,"American Blonde Ale",12,"Perrin Brewing Company","Comstock Park"," MI","15","Normal (0.04 - 0.07)",15,0.048
"130",14,"Black",2631,-0.129277819117449,-0.188002056800228,"American Black Ale",12,"Perrin Brewing Company","Comstock Park"," MI","NA","Normal (0.04 - 0.07)",37.75,0.058
"131",14,"98 Problems (Cuz A Hop Ain't One)",2630,0.389412659454142,0.860824264716719,"American IPA",12,"Perrin Brewing Company","Comstock Park"," MI","65","Normal (0.04 - 0.07)",65,0.065
"132",14,"Veteran’s Pale Ale (VPA)",2629,-0.722066937484983,-0.101401718326352,"American Pale Ale (APA)",12,"Perrin Brewing Company","Comstock Park"," MI","40","Normal (0.04 - 0.07)",40,0.05
"133",14,"Grapefruit IPA",2628,-0.722066937484983,-0.293846914934966,"American IPA",12,"Perrin Brewing Company","Comstock Park"," MI","35","Normal (0.04 - 0.07)",35,0.05
"134",15,"Train Hopper",2627,-0.129277819117449,1.13024753996878,"American IPA",12,"Witch's Hat Brewing Company","South Lyon"," MI","72","Normal (0.04 - 0.07)",72,0.058
"135",15,"Edward’s Portly Brown",2626,-1.09256013646469,-0.669115048321764,"American Brown Ale",12,"Witch's Hat Brewing Company","South Lyon"," MI","NA","Normal (0.04 - 0.07)",25.25,0.045
"136",16,"Dirty Bastard",2625,1.87138545537298,0.283488674890876,"Scotch Ale / Wee Heavy",12,"Founders Brewing Company","Grand Rapids"," MI","50","Strong ( >7)",50,0.085
"137",16,"Centennial IPA",1565,0.908103138025734,0.860824264716719,"American IPA",12,"Founders Brewing Company","Grand Rapids"," MI","65","Strong ( >7)",65,0.072
"138",16,"All Day IPA",1223,-0.944362856872808,-0.0244236396829063,"American IPA",12,"Founders Brewing Company","Grand Rapids"," MI","42","Normal (0.04 - 0.07)",42,0.047
"139",17,"Deflator",2624,0.389412659454142,0.658756808277674,"Doppelbock",16,"Flat 12 Bierwerks","Indianapolis"," IN","NA","Normal (0.04 - 0.07)",59.75,0.065
"140",17,"Hinchtown Hammer Down",2284,-0.722066937484983,-0.601759229508749,"American Blonde Ale",16,"Flat 12 Bierwerks","Indianapolis"," IN","27","Normal (0.04 - 0.07)",27,0.05
"141",17,"Half Cycle IPA",1610,0.0189194604744338,2.36189679826391,"American IPA",16,"Flat 12 Bierwerks","Indianapolis"," IN","104","Normal (0.04 - 0.07)",104,0.06
"142",18,"Cafe Leche",2623,-0.129277819117449,-0.871182504760808,"American Porter",16,"Tin Man Brewing Company","Evansville"," IN","20","Normal (0.04 - 0.07)",20,0.058
"143",18,"Damascene Apricot Sour",2622,-0.5738696578931,-1.17909481933459,"Fruit / Vegetable Beer",16,"Tin Man Brewing Company","Evansville"," IN","12","Normal (0.04 - 0.07)",12,0.052
"144",18,"Csar",2621,4.46483784823093,1.82305024775979,"Russian Imperial Stout",16,"Tin Man Brewing Company","Evansville"," IN","90","Strong ( >7)",90,0.12
"145",18,"Klingon Warnog Roggen Dunkel",1817,-0.351573738505274,-0.303469174765397,"Roggenbier",16,"Tin Man Brewing Company","Evansville"," IN","NA","Normal (0.04 - 0.07)",34.75,0.055
"146",18,"Overlord Imperial IPA",1449,1.87138545537298,2.78527623080286,"American Double / Imperial IPA",16,"Tin Man Brewing Company","Evansville"," IN","115","Strong ( >7)",115,0.085
"147",18,"Alloy",951,-0.129277819117449,-0.255357875613243,"American IPA",16,"Tin Man Brewing Company","Evansville"," IN","36","Normal (0.04 - 0.07)",36,0.058
"148",18,"Rivet Irish Red Ale",950,-0.647968297689041,-0.794204426117363,"Irish Red Ale",16,"Tin Man Brewing Company","Evansville"," IN","22","Normal (0.04 - 0.07)",22,0.051
"149",18,"3 Gear Robust Porter",949,-0.5738696578931,0.283488674890876,"American Porter",16,"Tin Man Brewing Company","Evansville"," IN","50","Normal (0.04 - 0.07)",50,0.052
"150",18,"Circuit Bohemian Pilsner",948,-1.09256013646469,-0.293846914934966,"Czech Pilsener",16,"Tin Man Brewing Company","Evansville"," IN","35","Normal (0.04 - 0.07)",35,0.045
"151",19,"Saucy Intruder",2620,0.908103138025734,1.24571465793395,"Rye Beer",16,"Black Acre Brewing Co.","Indianapolis"," IN","75","Strong ( >7)",75,0.072
"152",20,"Insert Hop Reference",2619,-0.129277819117449,-0.188002056800228,"American Pale Ale (APA)",16,"Brew Link Brewing","Plainfield"," IN","NA","Normal (0.04 - 0.07)",37.75,0.058
